epoch,a,b
2208,3.93185,5.28643
2209,3.9321,5.28675
2210,3.93235,5.28706
2211,3.9326,5.28737
2212,3.93285,5.28769
2213,3.9331,5.288
2214,3.93335,5.28831
2215,3.9336,5.28862
2216,3.93385,5.28894
2217,3.9341,5.28925
2218,3.93435,5.28956
2219,3.9346,5.28987
2220,3.93485,5.29019
2221,3.9351,5.2905
2222,3.93535,5.29081
2223,3.9356,5.29112
2224,3.93585,5.29143
2225,3.93609,5.29174
2226,3.93634,5.29205
2227,3.93659,5.29237
2228,3.93684,5.29268
2229,3.93709,5.29299
2230,3.93734,5.2933
2231,3.93758,5.29361
2232,3.93783,5.29392
2233,3.93808,5.29423
2234,3.93833,5.29454
2235,3.93857,5.29485
2236,3.93882,5.29516
2237,3.93907,5.29547
2238,3.93932,5.29578
2239,3.93956,5.29609
2240,3.93981,5.2964
2241,3.94006,5.29671
2242,3.9403,5.29702
2243,3.94055,5.29733
2244,3.9408,5.29764
2245,3.94104,5.29794
2246,3.94129,5.29825
2247,3.94154,5.29856
2248,3.94178,5.29887
2249,3.94203,5.29918
2250,3.94228,5.29949
2251,3.94252,5.29979
2252,3.94277,5.3001
2253,3.94301,5.30041
2254,3.94326,5.30072
2255,3.9435,5.30103
2256,3.94375,5.30133
2257,3.94399,5.30164
2258,3.94424,5.30195
2259,3.94448,5.30225
2260,3.94473,5.30256
2261,3.94497,5.30287
2262,3.94522,5.30317
2263,3.94546,5.30348
2264,3.94571,5.30379
2265,3.94595,5.30409
2266,3.9462,5.3044
2267,3.94644,5.30471
2268,3.94669,5.30501
2269,3.94693,5.30532
2270,3.94717,5.30562
2271,3.94742,5.30593
2272,3.94766,5.30623
2273,3.9479,5.30654
2274,3.94815,5.30684
2275,3.94839,5.30715
2276,3.94863,5.30745
2277,3.94888,5.30776
2278,3.94912,5.30806
2279,3.94936,5.30837
2280,3.94961,5.30867
2281,3.94985,5.30898
2282,3.95009,5.30928
2283,3.95033,5.30959
2284,3.95058,5.30989
2285,3.95082,5.31019
2286,3.95106,5.3105
2287,3.9513,5.3108
2288,3.95155,5.3111
2289,3.95179,5.31141
2290,3.95203,5.31171
2291,3.95227,5.31201
2292,3.95251,5.31232
2293,3.95275,5.31262
2294,3.953,5.31292
2295,3.95324,5.31323
2296,3.95348,5.31353
2297,3.95372,5.31383
2298,3.95396,5.31413
2299,3.9542,5.31443
2300,3.95444,5.31474
2301,3.95468,5.31504
2302,3.95492,5.31534
2303,3.95516,5.31564
2304,3.95541,5.31594
2305,3.95565,5.31625
2306,3.95589,5.31655
2307,3.95613,5.31685
2308,3.95637,5.31715
2309,3.95661,5.31745
2310,3.95685,5.31775
2311,3.95709,5.31805
2312,3.95733,5.31835
2313,3.95756,5.31865
2314,3.9578,5.31895
2315,3.95804,5.31925
2316,3.95828,5.31955
2317,3.95852,5.31985
2318,3.95876,5.32015
2319,3.959,5.32045
2320,3.95924,5.32075
2321,3.95948,5.32105
2322,3.95972,5.32135
2323,3.95995,5.32165
2324,3.96019,5.32195
2325,3.96043,5.32225
2326,3.96067,5.32255
2327,3.96091,5.32285
2328,3.96115,5.32314
2329,3.96138,5.32344
2330,3.96162,5.32374
2331,3.96186,5.32404
2332,3.9621,5.32434
2333,3.96233,5.32464
2334,3.96257,5.32493
2335,3.96281,5.32523
2336,3.96305,5.32553
2337,3.96328,5.32583
2338,3.96352,5.32613
2339,3.96376,5.32642
2340,3.964,5.32672
2341,3.96423,5.32702
2342,3.96447,5.32731
2343,3.96471,5.32761
2344,3.96494,5.32791
2345,3.96518,5.3282
2346,3.96541,5.3285
2347,3.96565,5.3288
2348,3.96589,5.32909
2349,3.96612,5.32939
2350,3.96636,5.32969
2351,3.96659,5.32998
2352,3.96683,5.33028
2353,3.96707,5.33057
2354,3.9673,5.33087
2355,3.96754,5.33117
2356,3.96777,5.33146
2357,3.96801,5.33176
2358,3.96824,5.33205
2359,3.96848,5.33235
2360,3.96871,5.33264
2361,3.96895,5.33294
2362,3.96918,5.33323
2363,3.96942,5.33353
2364,3.96965,5.33382
2365,3.96989,5.33411
2366,3.97012,5.33441
2367,3.97036,5.3347
2368,3.97059,5.335
2369,3.97082,5.33529
2370,3.97106,5.33558
2371,3.97129,5.33588
2372,3.97153,5.33617
2373,3.97176,5.33647
2374,3.97199,5.33676
2375,3.97223,5.33705
2376,3.97246,5.33734
2377,3.97269,5.33764
2378,3.97293,5.33793
2379,3.97316,5.33822
2380,3.97339,5.33852
2381,3.97363,5.33881
2382,3.97386,5.3391
2383,3.97409,5.33939
2384,3.97432,5.33969
2385,3.97456,5.33998
2386,3.97479,5.34027
2387,3.97502,5.34056
2388,3.97525,5.34085
2389,3.97549,5.34115
2390,3.97572,5.34144
2391,3.97595,5.34173
2392,3.97618,5.34202
2393,3.97641,5.34231
2394,3.97665,5.3426
2395,3.97688,5.34289
2396,3.97711,5.34318
2397,3.97734,5.34347
2398,3.97757,5.34376
2399,3.9778,5.34406
2400,3.97803,5.34435
2401,3.97827,5.34464
2402,3.9785,5.34493
2403,3.97873,5.34522
2404,3.97896,5.34551
2405,3.97919,5.3458
2406,3.97942,5.34609
2407,3.97965,5.34638
2408,3.97988,5.34667
2409,3.98011,5.34695
2410,3.98034,5.34724
2411,3.98057,5.34753
2412,3.9808,5.34782
2413,3.98103,5.34811
2414,3.98126,5.3484
2415,3.98149,5.34869
2416,3.98172,5.34898
2417,3.98195,5.34927
2418,3.98218,5.34955
2419,3.98241,5.34984
2420,3.98264,5.35013
2421,3.98287,5.35042
2422,3.9831,5.35071
2423,3.98333,5.351
2424,3.98356,5.35128
2425,3.98378,5.35157
2426,3.98401,5.35186
2427,3.98424,5.35215
2428,3.98447,5.35243
2429,3.9847,5.35272
2430,3.98493,5.35301
2431,3.98516,5.35329
2432,3.98538,5.35358
2433,3.98561,5.35387
2434,3.98584,5.35415
2435,3.98607,5.35444
2436,3.9863,5.35473
2437,3.98652,5.35501
2438,3.98675,5.3553
2439,3.98698,5.35559
2440,3.98721,5.35587
2441,3.98743,5.35616
2442,3.98766,5.35644
2443,3.98789,5.35673
2444,3.98812,5.35702
2445,3.98834,5.3573
2446,3.98857,5.35759
2447,3.9888,5.35787
2448,3.98902,5.35816
2449,3.98925,5.35844
2450,3.98948,5.35873
2451,3.9897,5.35901
2452,3.98993,5.3593
2453,3.99016,5.35958
2454,3.99038,5.35987
2455,3.99061,5.36015
2456,3.99084,5.36043
2457,3.99106,5.36072
2458,3.99129,5.361
2459,3.99151,5.36129
2460,3.99174,5.36157
2461,3.99196,5.36185
2462,3.99219,5.36214
2463,3.99242,5.36242
2464,3.99264,5.3627
2465,3.99287,5.36299
2466,3.99309,5.36327
2467,3.99332,5.36355
2468,3.99354,5.36384
2469,3.99377,5.36412
2470,3.99399,5.3644
2471,3.99422,5.36469
2472,3.99444,5.36497
2473,3.99467,5.36525
2474,3.99489,5.36553
2475,3.99511,5.36582
2476,3.99534,5.3661
2477,3.99556,5.36638
2478,3.99579,5.36666
2479,3.99601,5.36694
2480,3.99624,5.36723
2481,3.99646,5.36751
2482,3.99668,5.36779
2483,3.99691,5.36807
2484,3.99713,5.36835
2485,3.99735,5.36863
2486,3.99758,5.36891
2487,3.9978,5.36919
2488,3.99802,5.36948
2489,3.99825,5.36976
2490,3.99847,5.37004
2491,3.99869,5.37032
2492,3.99892,5.3706
2493,3.99914,5.37088
2494,3.99936,5.37116
2495,3.99959,5.37144
2496,3.99981,5.37172
2497,4.00003,5.372
2498,4.00025,5.37228
2499,4.00048,5.37256
2500,4.0007,5.37284
2501,4.00092,5.37312
2502,4.00114,5.3734
2503,4.00136,5.37368
2504,4.00159,5.37396
2505,4.00181,5.37424
2506,4.00203,5.37451
2507,4.00225,5.37479
2508,4.00247,5.37507
2509,4.00269,5.37535
2510,4.00292,5.37563
2511,4.00314,5.37591
2512,4.00336,5.37619
2513,4.00358,5.37647
2514,4.0038,5.37674
2515,4.00402,5.37702
2516,4.00424,5.3773
2517,4.00446,5.37758
2518,4.00468,5.37786
2519,4.0049,5.37813
2520,4.00513,5.37841
2521,4.00535,5.37869
2522,4.00557,5.37897
2523,4.00579,5.37924
2524,4.00601,5.37952
2525,4.00623,5.3798
2526,4.00645,5.38007
2527,4.00667,5.38035
2528,4.00689,5.38063
2529,4.00711,5.3809
2530,4.00733,5.38118
2531,4.00755,5.38146
2532,4.00777,5.38173
2533,4.00799,5.38201
2534,4.0082,5.38229
2535,4.00842,5.38256
2536,4.00864,5.38284
2537,4.00886,5.38311
2538,4.00908,5.38339
2539,4.0093,5.38367
2540,4.00952,5.38394
2541,4.00974,5.38422
2542,4.00996,5.38449
2543,4.01018,5.38477
2544,4.01039,5.38504
2545,4.01061,5.38532
2546,4.01083,5.38559
2547,4.01105,5.38587
2548,4.01127,5.38614
2549,4.01149,5.38642
2550,4.0117,5.38669
2551,4.01192,5.38697
2552,4.01214,5.38724
2553,4.01236,5.38752
2554,4.01258,5.38779
2555,4.01279,5.38806
2556,4.01301,5.38834
2557,4.01323,5.38861
2558,4.01345,5.38889
2559,4.01366,5.38916
2560,4.01388,5.38943
2561,4.0141,5.38971
2562,4.01431,5.38998
2563,4.01453,5.39025
2564,4.01475,5.39053
2565,4.01497,5.3908
2566,4.01518,5.39107
2567,4.0154,5.39135
2568,4.01562,5.39162
2569,4.01583,5.39189
2570,4.01605,5.39216
2571,4.01626,5.39244
2572,4.01648,5.39271
2573,4.0167,5.39298
2574,4.01691,5.39325
2575,4.01713,5.39353
2576,4.01734,5.3938
2577,4.01756,5.39407
2578,4.01778,5.39434
2579,4.01799,5.39461
2580,4.01821,5.39488
2581,4.01842,5.39516
2582,4.01864,5.39543
2583,4.01885,5.3957
2584,4.01907,5.39597
2585,4.01928,5.39624
2586,4.0195,5.39651
2587,4.01971,5.39678
2588,4.01993,5.39705
2589,4.02014,5.39732
2590,4.02036,5.3976
2591,4.02057,5.39787
2592,4.02079,5.39814
2593,4.021,5.39841
2594,4.02122,5.39868
2595,4.02143,5.39895
2596,4.02165,5.39922
2597,4.02186,5.39949
2598,4.02208,5.39976
2599,4.02229,5.40003
2600,4.0225,5.4003
2601,4.02272,5.40057
2602,4.02293,5.40084
2603,4.02314,5.40111
2604,4.02336,5.40137
2605,4.02357,5.40164
2606,4.02379,5.40191
2607,4.024,5.40218
2608,4.02421,5.40245
2609,4.02443,5.40272
2610,4.02464,5.40299
2611,4.02485,5.40326
2612,4.02507,5.40353
2613,4.02528,5.40379
2614,4.02549,5.40406
2615,4.0257,5.40433
2616,4.02592,5.4046
2617,4.02613,5.40487
2618,4.02634,5.40513
2619,4.02655,5.4054
2620,4.02677,5.40567
2621,4.02698,5.40594
2622,4.02719,5.40621
2623,4.0274,5.40647
2624,4.02762,5.40674
2625,4.02783,5.40701
2626,4.02804,5.40727
2627,4.02825,5.40754
2628,4.02846,5.40781
2629,4.02868,5.40808
2630,4.02889,5.40834
2631,4.0291,5.40861
2632,4.02931,5.40888
2633,4.02952,5.40914
2634,4.02973,5.40941
2635,4.02994,5.40968
2636,4.03016,5.40994
2637,4.03037,5.41021
2638,4.03058,5.41047
2639,4.03079,5.41074
2640,4.031,5.41101
2641,4.03121,5.41127
2642,4.03142,5.41154
2643,4.03163,5.4118
2644,4.03184,5.41207
2645,4.03205,5.41233
2646,4.03226,5.4126
2647,4.03247,5.41286
2648,4.03268,5.41313
2649,4.03289,5.41339
2650,4.0331,5.41366
2651,4.03331,5.41392
2652,4.03352,5.41419
2653,4.03373,5.41445
2654,4.03394,5.41472
2655,4.03415,5.41498
2656,4.03436,5.41525
2657,4.03457,5.41551
2658,4.03478,5.41578
2659,4.03499,5.41604
2660,4.0352,5.4163
2661,4.03541,5.41657
2662,4.03562,5.41683
2663,4.03583,5.4171
2664,4.03604,5.41736
2665,4.03625,5.41762
2666,4.03645,5.41789
2667,4.03666,5.41815
2668,4.03687,5.41841
2669,4.03708,5.41868
2670,4.03729,5.41894
2671,4.0375,5.4192
2672,4.03771,5.41947
2673,4.03791,5.41973
2674,4.03812,5.41999
2675,4.03833,5.42025
2676,4.03854,5.42052
2677,4.03875,5.42078
2678,4.03896,5.42104
2679,4.03916,5.4213
2680,4.03937,5.42157
2681,4.03958,5.42183
2682,4.03979,5.42209
2683,4.03999,5.42235
2684,4.0402,5.42261
2685,4.04041,5.42288
2686,4.04062,5.42314
2687,4.04082,5.4234
2688,4.04103,5.42366
2689,4.04124,5.42392
2690,4.04145,5.42418
2691,4.04165,5.42444
2692,4.04186,5.42471
2693,4.04207,5.42497
2694,4.04227,5.42523
2695,4.04248,5.42549
2696,4.04269,5.42575
2697,4.04289,5.42601
2698,4.0431,5.42627
2699,4.04331,5.42653
2700,4.04351,5.42679
2701,4.04372,5.42705
2702,4.04392,5.42731
2703,4.04413,5.42757
2704,4.04434,5.42783
2705,4.04454,5.42809
2706,4.04475,5.42835
2707,4.04495,5.42861
2708,4.04516,5.42887
2709,4.04537,5.42913
2710,4.04557,5.42939
2711,4.04578,5.42965
2712,4.04598,5.42991
2713,4.04619,5.43017
2714,4.04639,5.43043
2715,4.0466,5.43069
2716,4.0468,5.43094
2717,4.04701,5.4312
2718,4.04721,5.43146
2719,4.04742,5.43172
2720,4.04762,5.43198
2721,4.04783,5.43224
2722,4.04803,5.4325
2723,4.04824,5.43276
2724,4.04844,5.43301
2725,4.04865,5.43327
2726,4.04885,5.43353
2727,4.04905,5.43379
2728,4.04926,5.43405
2729,4.04946,5.4343
2730,4.04967,5.43456
2731,4.04987,5.43482
2732,4.05008,5.43508
2733,4.05028,5.43533
2734,4.05048,5.43559
2735,4.05069,5.43585
2736,4.05089,5.43611
2737,4.05109,5.43636
2738,4.0513,5.43662
2739,4.0515,5.43688
2740,4.0517,5.43713
2741,4.05191,5.43739
2742,4.05211,5.43765
2743,4.05231,5.4379
2744,4.05252,5.43816
2745,4.05272,5.43842
2746,4.05292,5.43867
2747,4.05313,5.43893
2748,4.05333,5.43919
2749,4.05353,5.43944
2750,4.05373,5.4397
2751,4.05394,5.43995
2752,4.05414,5.44021
2753,4.05434,5.44046
2754,4.05454,5.44072
2755,4.05475,5.44098
2756,4.05495,5.44123
2757,4.05515,5.44149
2758,4.05535,5.44174
2759,4.05556,5.442
2760,4.05576,5.44225
2761,4.05596,5.44251
2762,4.05616,5.44276
2763,4.05636,5.44302
2764,4.05656,5.44327
2765,4.05677,5.44353
2766,4.05697,5.44378
2767,4.05717,5.44404
2768,4.05737,5.44429
2769,4.05757,5.44454
2770,4.05777,5.4448
2771,4.05797,5.44505
2772,4.05818,5.44531
2773,4.05838,5.44556
2774,4.05858,5.44581
2775,4.05878,5.44607
2776,4.05898,5.44632
2777,4.05918,5.44658
2778,4.05938,5.44683
2779,4.05958,5.44708
2780,4.05978,5.44734
2781,4.05998,5.44759
2782,4.06018,5.44784
2783,4.06038,5.4481
2784,4.06058,5.44835
2785,4.06078,5.4486
2786,4.06098,5.44886
2787,4.06118,5.44911
2788,4.06138,5.44936
2789,4.06158,5.44961
2790,4.06178,5.44987
2791,4.06198,5.45012
2792,4.06218,5.45037
2793,4.06238,5.45062
2794,4.06258,5.45088
2795,4.06278,5.45113
2796,4.06298,5.45138
2797,4.06318,5.45163
2798,4.06338,5.45188
2799,4.06358,5.45213
2800,4.06378,5.45239
2801,4.06398,5.45264
2802,4.06418,5.45289
2803,4.06438,5.45314
2804,4.06457,5.45339
2805,4.06477,5.45364
2806,4.06497,5.4539
2807,4.06517,5.45415
2808,4.06537,5.4544
2809,4.06557,5.45465
2810,4.06577,5.4549
2811,4.06596,5.45515
2812,4.06616,5.4554
2813,4.06636,5.45565
2814,4.06656,5.4559
2815,4.06676,5.45615
2816,4.06696,5.4564
2817,4.06715,5.45665
2818,4.06735,5.4569
2819,4.06755,5.45715
2820,4.06775,5.4574
2821,4.06794,5.45765
2822,4.06814,5.4579
2823,4.06834,5.45815
2824,4.06854,5.4584
2825,4.06873,5.45865
2826,4.06893,5.4589
2827,4.06913,5.45915
2828,4.06933,5.4594
2829,4.06952,5.45965
2830,4.06972,5.4599
2831,4.06992,5.46015
2832,4.07011,5.4604
2833,4.07031,5.46065
2834,4.07051,5.46089
2835,4.07071,5.46114
2836,4.0709,5.46139
2837,4.0711,5.46164
2838,4.0713,5.46189
2839,4.07149,5.46214
2840,4.07169,5.46239
2841,4.07188,5.46263
2842,4.07208,5.46288
2843,4.07228,5.46313
2844,4.07247,5.46338
2845,4.07267,5.46363
2846,4.07287,5.46388
2847,4.07306,5.46412
2848,4.07326,5.46437
2849,4.07345,5.46462
2850,4.07365,5.46487
2851,4.07384,5.46511
2852,4.07404,5.46536
2853,4.07424,5.46561
2854,4.07443,5.46586
2855,4.07463,5.4661
2856,4.07482,5.46635
2857,4.07502,5.4666
2858,4.07521,5.46684
2859,4.07541,5.46709
2860,4.0756,5.46734
2861,4.0758,5.46758
2862,4.07599,5.46783
2863,4.07619,5.46808
2864,4.07638,5.46832
2865,4.07658,5.46857
2866,4.07677,5.46882
2867,4.07697,5.46906
2868,4.07716,5.46931
2869,4.07736,5.46955
2870,4.07755,5.4698
2871,4.07774,5.47005
2872,4.07794,5.47029
2873,4.07813,5.47054
2874,4.07833,5.47078
2875,4.07852,5.47103
2876,4.07872,5.47127
2877,4.07891,5.47152
2878,4.0791,5.47177
2879,4.0793,5.47201
2880,4.07949,5.47226
2881,4.07968,5.4725
2882,4.07988,5.47275
2883,4.08007,5.47299
2884,4.08026,5.47324
2885,4.08046,5.47348
2886,4.08065,5.47372
2887,4.08085,5.47397
2888,4.08104,5.47421
2889,4.08123,5.47446
2890,4.08142,5.4747
2891,4.08162,5.47495
2892,4.08181,5.47519
2893,4.082,5.47544
2894,4.0822,5.47568
2895,4.08239,5.47592
2896,4.08258,5.47617
2897,4.08277,5.47641
2898,4.08297,5.47665
2899,4.08316,5.4769
2900,4.08335,5.47714
2901,4.08354,5.47739
2902,4.08374,5.47763
2903,4.08393,5.47787
2904,4.08412,5.47812
2905,4.08431,5.47836
2906,4.08451,5.4786
2907,4.0847,5.47884
2908,4.08489,5.47909
2909,4.08508,5.47933
2910,4.08527,5.47957
2911,4.08546,5.47982
2912,4.08566,5.48006
2913,4.08585,5.4803
2914,4.08604,5.48054
2915,4.08623,5.48079
2916,4.08642,5.48103
2917,4.08661,5.48127
2918,4.08681,5.48151
2919,4.087,5.48175
2920,4.08719,5.482
2921,4.08738,5.48224
2922,4.08757,5.48248
2923,4.08776,5.48272
2924,4.08795,5.48296
2925,4.08814,5.48321
2926,4.08833,5.48345
2927,4.08852,5.48369
2928,4.08871,5.48393
2929,4.08891,5.48417
2930,4.0891,5.48441
2931,4.08929,5.48465
2932,4.08948,5.4849
2933,4.08967,5.48514
2934,4.08986,5.48538
2935,4.09005,5.48562
2936,4.09024,5.48586
2937,4.09043,5.4861
2938,4.09062,5.48634
2939,4.09081,5.48658
2940,4.091,5.48682
2941,4.09119,5.48706
2942,4.09138,5.4873
2943,4.09157,5.48754
2944,4.09176,5.48778
2945,4.09195,5.48802
2946,4.09214,5.48826
2947,4.09233,5.4885
2948,4.09251,5.48874
2949,4.0927,5.48898
2950,4.09289,5.48922
2951,4.09308,5.48946
2952,4.09327,5.4897
2953,4.09346,5.48994
2954,4.09365,5.49018
2955,4.09384,5.49042
2956,4.09403,5.49066
2957,4.09422,5.4909
2958,4.09441,5.49114
2959,4.09459,5.49138
2960,4.09478,5.49161
2961,4.09497,5.49185
2962,4.09516,5.49209
2963,4.09535,5.49233
2964,4.09554,5.49257
2965,4.09573,5.49281
2966,4.09591,5.49305
2967,4.0961,5.49328
2968,4.09629,5.49352
2969,4.09648,5.49376
2970,4.09667,5.494
2971,4.09685,5.49424
2972,4.09704,5.49448
2973,4.09723,5.49471
2974,4.09742,5.49495
2975,4.09761,5.49519
2976,4.09779,5.49543
2977,4.09798,5.49566
2978,4.09817,5.4959
2979,4.09836,5.49614
2980,4.09854,5.49638
2981,4.09873,5.49661
2982,4.09892,5.49685
2983,4.0991,5.49709
2984,4.09929,5.49733
2985,4.09948,5.49756
2986,4.09967,5.4978
2987,4.09985,5.49804
2988,4.10004,5.49827
2989,4.10023,5.49851
2990,4.10041,5.49875
2991,4.1006,5.49898
2992,4.10079,5.49922
2993,4.10097,5.49946
2994,4.10116,5.49969
2995,4.10135,5.49993
2996,4.10153,5.50017
2997,4.10172,5.5004
2998,4.10191,5.50064
2999,4.10209,5.50087
