epoch,a,b
1130,3.56843,4.83827
1131,3.5689,4.83884
1132,3.56937,4.83941
1133,3.56984,4.83997
1134,3.57031,4.84054
1135,3.57077,4.84111
1136,3.57124,4.84168
1137,3.57171,4.84224
1138,3.57217,4.84281
1139,3.57264,4.84337
1140,3.5731,4.84394
1141,3.57357,4.8445
1142,3.57403,4.84506
1143,3.5745,4.84563
1144,3.57496,4.84619
1145,3.57543,4.84675
1146,3.57589,4.84732
1147,3.57635,4.84788
1148,3.57681,4.84844
1149,3.57728,4.849
1150,3.57774,4.84956
1151,3.5782,4.85012
1152,3.57866,4.85068
1153,3.57912,4.85124
1154,3.57958,4.8518
1155,3.58004,4.85236
1156,3.5805,4.85291
1157,3.58096,4.85347
1158,3.58142,4.85403
1159,3.58188,4.85458
1160,3.58234,4.85514
1161,3.58279,4.8557
1162,3.58325,4.85625
1163,3.58371,4.85681
1164,3.58416,4.85736
1165,3.58462,4.85792
1166,3.58508,4.85847
1167,3.58553,4.85902
1168,3.58599,4.85958
1169,3.58644,4.86013
1170,3.5869,4.86068
1171,3.58735,4.86123
1172,3.58781,4.86178
1173,3.58826,4.86233
1174,3.58871,4.86289
1175,3.58916,4.86344
1176,3.58962,4.86399
1177,3.59007,4.86453
1178,3.59052,4.86508
1179,3.59097,4.86563
1180,3.59142,4.86618
1181,3.59187,4.86673
1182,3.59232,4.86727
1183,3.59277,4.86782
1184,3.59322,4.86837
1185,3.59367,4.86891
1186,3.59412,4.86946
1187,3.59457,4.87
1188,3.59502,4.87055
1189,3.59547,4.87109
1190,3.59591,4.87164
1191,3.59636,4.87218
1192,3.59681,4.87273
1193,3.59725,4.87327
1194,3.5977,4.87381
1195,3.59814,4.87435
1196,3.59859,4.87489
1197,3.59903,4.87544
1198,3.59948,4.87598
1199,3.59992,4.87652
1200,3.60037,4.87706
1201,3.60081,4.8776
1202,3.60125,4.87814
1203,3.6017,4.87868
1204,3.60214,4.87921
1205,3.60258,4.87975
1206,3.60302,4.88029
1207,3.60347,4.88083
1208,3.60391,4.88136
1209,3.60435,4.8819
1210,3.60479,4.88244
1211,3.60523,4.88297
1212,3.60567,4.88351
1213,3.60611,4.88404
1214,3.60655,4.88458
1215,3.60699,4.88511
1216,3.60743,4.88565
1217,3.60786,4.88618
1218,3.6083,4.88671
1219,3.60874,4.88725
1220,3.60918,4.88778
1221,3.60961,4.88831
1222,3.61005,4.88884
1223,3.61049,4.88937
1224,3.61092,4.8899
1225,3.61136,4.89043
1226,3.61179,4.89096
1227,3.61223,4.89149
1228,3.61266,4.89202
1229,3.6131,4.89255
1230,3.61353,4.89308
1231,3.61397,4.89361
1232,3.6144,4.89414
1233,3.61483,4.89467
1234,3.61526,4.89519
1235,3.6157,4.89572
1236,3.61613,4.89625
1237,3.61656,4.89677
1238,3.61699,4.8973
1239,3.61742,4.89782
1240,3.61785,4.89835
1241,3.61828,4.89887
1242,3.61871,4.8994
1243,3.61914,4.89992
1244,3.61957,4.90044
1245,3.62,4.90097
1246,3.62043,4.90149
1247,3.62086,4.90201
1248,3.62129,4.90253
1249,3.62172,4.90306
1250,3.62214,4.90358
1251,3.62257,4.9041
1252,3.623,4.90462
1253,3.62342,4.90514
1254,3.62385,4.90566
1255,3.62428,4.90618
1256,3.6247,4.9067
1257,3.62513,4.90722
1258,3.62555,4.90773
1259,3.62598,4.90825
1260,3.6264,4.90877
1261,3.62683,4.90929
1262,3.62725,4.9098
1263,3.62767,4.91032
1264,3.6281,4.91084
1265,3.62852,4.91135
1266,3.62894,4.91187
1267,3.62936,4.91238
1268,3.62979,4.9129
1269,3.63021,4.91341
1270,3.63063,4.91393
1271,3.63105,4.91444
1272,3.63147,4.91495
1273,3.63189,4.91547
1274,3.63231,4.91598
1275,3.63273,4.91649
1276,3.63315,4.917
1277,3.63357,4.91752
1278,3.63399,4.91803
1279,3.63441,4.91854
1280,3.63483,4.91905
1281,3.63524,4.91956
1282,3.63566,4.92007
1283,3.63608,4.92058
1284,3.6365,4.92109
1285,3.63691,4.9216
1286,3.63733,4.9221
1287,3.63775,4.92261
1288,3.63816,4.92312
1289,3.63858,4.92363
1290,3.63899,4.92413
1291,3.63941,4.92464
1292,3.63982,4.92515
1293,3.64024,4.92565
1294,3.64065,4.92616
1295,3.64106,4.92667
1296,3.64148,4.92717
1297,3.64189,4.92768
1298,3.6423,4.92818
1299,3.64272,4.92868
1300,3.64313,4.92919
1301,3.64354,4.92969
1302,3.64395,4.93019
1303,3.64436,4.9307
1304,3.64478,4.9312
1305,3.64519,4.9317
1306,3.6456,4.9322
1307,3.64601,4.9327
1308,3.64642,4.9332
1309,3.64683,4.93371
1310,3.64724,4.93421
1311,3.64765,4.93471
1312,3.64805,4.93521
1313,3.64846,4.9357
1314,3.64887,4.9362
1315,3.64928,4.9367
1316,3.64969,4.9372
1317,3.65009,4.9377
1318,3.6505,4.9382
1319,3.65091,4.93869
1320,3.65131,4.93919
1321,3.65172,4.93969
1322,3.65213,4.94018
1323,3.65253,4.94068
1324,3.65294,4.94118
1325,3.65334,4.94167
1326,3.65375,4.94217
1327,3.65415,4.94266
1328,3.65456,4.94316
1329,3.65496,4.94365
1330,3.65536,4.94414
1331,3.65577,4.94464
1332,3.65617,4.94513
1333,3.65657,4.94562
1334,3.65698,4.94611
1335,3.65738,4.94661
1336,3.65778,4.9471
1337,3.65818,4.94759
1338,3.65858,4.94808
1339,3.65898,4.94857
1340,3.65939,4.94906
1341,3.65979,4.94955
1342,3.66019,4.95004
1343,3.66059,4.95053
1344,3.66099,4.95102
1345,3.66139,4.95151
1346,3.66179,4.952
1347,3.66218,4.95249
1348,3.66258,4.95298
1349,3.66298,4.95346
1350,3.66338,4.95395
1351,3.66378,4.95444
1352,3.66417,4.95492
1353,3.66457,4.95541
1354,3.66497,4.9559
1355,3.66537,4.95638
1356,3.66576,4.95687
1357,3.66616,4.95735
1358,3.66655,4.95784
1359,3.66695,4.95832
1360,3.66735,4.95881
1361,3.66774,4.95929
1362,3.66814,4.95977
1363,3.66853,4.96026
1364,3.66892,4.96074
1365,3.66932,4.96122
1366,3.66971,4.9617
1367,3.67011,4.96219
1368,3.6705,4.96267
1369,3.67089,4.96315
1370,3.67129,4.96363
1371,3.67168,4.96411
1372,3.67207,4.96459
1373,3.67246,4.96507
1374,3.67285,4.96555
1375,3.67325,4.96603
1376,3.67364,4.96651
1377,3.67403,4.96699
1378,3.67442,4.96747
1379,3.67481,4.96795
1380,3.6752,4.96842
1381,3.67559,4.9689
1382,3.67598,4.96938
1383,3.67637,4.96986
1384,3.67676,4.97033
1385,3.67714,4.97081
1386,3.67753,4.97129
1387,3.67792,4.97176
1388,3.67831,4.97224
1389,3.6787,4.97271
1390,3.67908,4.97319
1391,3.67947,4.97366
1392,3.67986,4.97414
1393,3.68025,4.97461
1394,3.68063,4.97508
1395,3.68102,4.97556
1396,3.6814,4.97603
1397,3.68179,4.9765
1398,3.68218,4.97698
1399,3.68256,4.97745
1400,3.68295,4.97792
1401,3.68333,4.97839
1402,3.68371,4.97886
1403,3.6841,4.97934
1404,3.68448,4.97981
1405,3.68487,4.98028
1406,3.68525,4.98075
1407,3.68563,4.98122
1408,3.68602,4.98169
1409,3.6864,4.98216
1410,3.68678,4.98262
1411,3.68716,4.98309
1412,3.68754,4.98356
1413,3.68793,4.98403
1414,3.68831,4.9845
1415,3.68869,4.98497
1416,3.68907,4.98543
1417,3.68945,4.9859
1418,3.68983,4.98637
1419,3.69021,4.98683
1420,3.69059,4.9873
1421,3.69097,4.98776
1422,3.69135,4.98823
1423,3.69173,4.9887
1424,3.69211,4.98916
1425,3.69249,4.98963
1426,3.69286,4.99009
1427,3.69324,4.99055
1428,3.69362,4.99102
1429,3.694,4.99148
1430,3.69438,4.99194
1431,3.69475,4.99241
1432,3.69513,4.99287
1433,3.69551,4.99333
1434,3.69588,4.99379
1435,3.69626,4.99426
1436,3.69663,4.99472
1437,3.69701,4.99518
1438,3.69739,4.99564
1439,3.69776,4.9961
1440,3.69814,4.99656
1441,3.69851,4.99702
1442,3.69888,4.99748
1443,3.69926,4.99794
1444,3.69963,4.9984
1445,3.70001,4.99886
1446,3.70038,4.99932
1447,3.70075,4.99978
1448,3.70113,5.00023
1449,3.7015,5.00069
1450,3.70187,5.00115
1451,3.70224,5.00161
1452,3.70262,5.00206
1453,3.70299,5.00252
1454,3.70336,5.00298
1455,3.70373,5.00343
1456,3.7041,5.00389
1457,3.70447,5.00435
1458,3.70484,5.0048
1459,3.70521,5.00526
1460,3.70558,5.00571
1461,3.70595,5.00617
1462,3.70632,5.00662
1463,3.70669,5.00707
1464,3.70706,5.00753
1465,3.70743,5.00798
1466,3.7078,5.00843
1467,3.70817,5.00889
1468,3.70854,5.00934
1469,3.7089,5.00979
1470,3.70927,5.01024
1471,3.70964,5.0107
1472,3.71001,5.01115
1473,3.71037,5.0116
1474,3.71074,5.01205
1475,3.71111,5.0125
1476,3.71147,5.01295
1477,3.71184,5.0134
1478,3.71221,5.01385
1479,3.71257,5.0143
1480,3.71294,5.01475
1481,3.7133,5.0152
1482,3.71367,5.01565
1483,3.71403,5.0161
1484,3.7144,5.01654
1485,3.71476,5.01699
1486,3.71513,5.01744
1487,3.71549,5.01789
1488,3.71585,5.01834
1489,3.71622,5.01878
1490,3.71658,5.01923
1491,3.71694,5.01968
1492,3.71731,5.02012
1493,3.71767,5.02057
1494,3.71803,5.02101
1495,3.71839,5.02146
1496,3.71875,5.0219
1497,3.71912,5.02235
1498,3.71948,5.02279
1499,3.71984,5.02324
1500,3.7202,5.02368
1501,3.72056,5.02413
1502,3.72092,5.02457
1503,3.72128,5.02501
1504,3.72164,5.02546
1505,3.722,5.0259
1506,3.72236,5.02634
1507,3.72272,5.02678
1508,3.72308,5.02723
1509,3.72344,5.02767
1510,3.7238,5.02811
1511,3.72416,5.02855
1512,3.72451,5.02899
1513,3.72487,5.02943
1514,3.72523,5.02987
1515,3.72559,5.03031
1516,3.72594,5.03075
1517,3.7263,5.03119
1518,3.72666,5.03163
1519,3.72701,5.03207
1520,3.72737,5.03251
1521,3.72773,5.03295
1522,3.72808,5.03339
1523,3.72844,5.03382
1524,3.7288,5.03426
1525,3.72915,5.0347
1526,3.72951,5.03514
1527,3.72986,5.03557
1528,3.73022,5.03601
1529,3.73057,5.03645
1530,3.73092,5.03688
1531,3.73128,5.03732
1532,3.73163,5.03776
1533,3.73199,5.03819
1534,3.73234,5.03863
1535,3.73269,5.03906
1536,3.73305,5.0395
1537,3.7334,5.03993
1538,3.73375,5.04037
1539,3.7341,5.0408
1540,3.73446,5.04123
1541,3.73481,5.04167
1542,3.73516,5.0421
1543,3.73551,5.04253
1544,3.73586,5.04297
1545,3.73621,5.0434
1546,3.73656,5.04383
1547,3.73691,5.04426
1548,3.73727,5.0447
1549,3.73762,5.04513
1550,3.73797,5.04556
1551,3.73832,5.04599
1552,3.73866,5.04642
1553,3.73901,5.04685
1554,3.73936,5.04728
1555,3.73971,5.04771
1556,3.74006,5.04814
1557,3.74041,5.04857
1558,3.74076,5.049
1559,3.74111,5.04943
1560,3.74145,5.04986
1561,3.7418,5.05029
1562,3.74215,5.05072
1563,3.7425,5.05114
1564,3.74284,5.05157
1565,3.74319,5.052
1566,3.74354,5.05243
1567,3.74388,5.05285
1568,3.74423,5.05328
1569,3.74458,5.05371
1570,3.74492,5.05413
1571,3.74527,5.05456
1572,3.74561,5.05499
1573,3.74596,5.05541
1574,3.7463,5.05584
1575,3.74665,5.05626
1576,3.74699,5.05669
1577,3.74734,5.05711
1578,3.74768,5.05754
1579,3.74803,5.05796
1580,3.74837,5.05839
1581,3.74871,5.05881
1582,3.74906,5.05923
1583,3.7494,5.05966
1584,3.74974,5.06008
1585,3.75009,5.0605
1586,3.75043,5.06093
1587,3.75077,5.06135
1588,3.75111,5.06177
1589,3.75145,5.06219
1590,3.7518,5.06261
1591,3.75214,5.06303
1592,3.75248,5.06346
1593,3.75282,5.06388
1594,3.75316,5.0643
1595,3.7535,5.06472
1596,3.75384,5.06514
1597,3.75418,5.06556
1598,3.75452,5.06598
1599,3.75486,5.0664
1600,3.7552,5.06682
1601,3.75554,5.06724
1602,3.75588,5.06766
1603,3.75622,5.06807
1604,3.75656,5.06849
1605,3.7569,5.06891
1606,3.75724,5.06933
1607,3.75758,5.06975
1608,3.75791,5.07016
1609,3.75825,5.07058
1610,3.75859,5.071
1611,3.75893,5.07141
1612,3.75927,5.07183
1613,3.7596,5.07225
1614,3.75994,5.07266
1615,3.76028,5.07308
1616,3.76061,5.0735
1617,3.76095,5.07391
1618,3.76129,5.07433
1619,3.76162,5.07474
1620,3.76196,5.07516
1621,3.76229,5.07557
1622,3.76263,5.07598
1623,3.76296,5.0764
1624,3.7633,5.07681
1625,3.76363,5.07723
1626,3.76397,5.07764
1627,3.7643,5.07805
1628,3.76464,5.07847
1629,3.76497,5.07888
1630,3.76531,5.07929
1631,3.76564,5.0797
1632,3.76597,5.08011
1633,3.76631,5.08053
1634,3.76664,5.08094
1635,3.76697,5.08135
1636,3.7673,5.08176
1637,3.76764,5.08217
1638,3.76797,5.08258
1639,3.7683,5.08299
1640,3.76863,5.0834
1641,3.76897,5.08381
1642,3.7693,5.08422
1643,3.76963,5.08463
1644,3.76996,5.08504
1645,3.77029,5.08545
1646,3.77062,5.08586
1647,3.77095,5.08627
1648,3.77128,5.08668
1649,3.77161,5.08708
1650,3.77194,5.08749
1651,3.77227,5.0879
1652,3.7726,5.08831
1653,3.77293,5.08872
1654,3.77326,5.08912
1655,3.77359,5.08953
1656,3.77392,5.08994
1657,3.77425,5.09034
1658,3.77458,5.09075
1659,3.77491,5.09115
1660,3.77523,5.09156
1661,3.77556,5.09197
1662,3.77589,5.09237
1663,3.77622,5.09278
1664,3.77654,5.09318
1665,3.77687,5.09359
1666,3.7772,5.09399
1667,3.77753,5.0944
1668,3.77785,5.0948
1669,3.77818,5.0952
1670,3.77851,5.09561
1671,3.77883,5.09601
1672,3.77916,5.09641
1673,3.77948,5.09682
1674,3.77981,5.09722
1675,3.78014,5.09762
1676,3.78046,5.09802
1677,3.78079,5.09843
1678,3.78111,5.09883
1679,3.78144,5.09923
1680,3.78176,5.09963
1681,3.78208,5.10003
1682,3.78241,5.10043
1683,3.78273,5.10083
1684,3.78306,5.10124
1685,3.78338,5.10164
1686,3.7837,5.10204
1687,3.78403,5.10244
1688,3.78435,5.10284
1689,3.78467,5.10324
1690,3.785,5.10363
1691,3.78532,5.10403
1692,3.78564,5.10443
1693,3.78596,5.10483
1694,3.78628,5.10523
1695,3.78661,5.10563
1696,3.78693,5.10603
1697,3.78725,5.10642
1698,3.78757,5.10682
1699,3.78789,5.10722
1700,3.78821,5.10762
1701,3.78853,5.10801
1702,3.78885,5.10841
1703,3.78918,5.10881
1704,3.7895,5.1092
1705,3.78982,5.1096
1706,3.79014,5.11
1707,3.79046,5.11039
1708,3.79077,5.11079
1709,3.79109,5.11118
1710,3.79141,5.11158
1711,3.79173,5.11197
1712,3.79205,5.11237
1713,3.79237,5.11276
1714,3.79269,5.11316
1715,3.79301,5.11355
1716,3.79332,5.11394
1717,3.79364,5.11434
1718,3.79396,5.11473
1719,3.79428,5.11512
1720,3.7946,5.11552
1721,3.79491,5.11591
1722,3.79523,5.1163
1723,3.79555,5.1167
1724,3.79586,5.11709
1725,3.79618,5.11748
1726,3.7965,5.11787
1727,3.79681,5.11826
1728,3.79713,5.11866
1729,3.79745,5.11905
1730,3.79776,5.11944
1731,3.79808,5.11983
1732,3.79839,5.12022
1733,3.79871,5.12061
1734,3.79902,5.121
1735,3.79934,5.12139
1736,3.79965,5.12178
1737,3.79997,5.12217
1738,3.80028,5.12256
1739,3.80059,5.12295
1740,3.80091,5.12334
1741,3.80122,5.12373
1742,3.80154,5.12411
1743,3.80185,5.1245
1744,3.80216,5.12489
1745,3.80248,5.12528
1746,3.80279,5.12567
1747,3.8031,5.12606
1748,3.80341,5.12644
1749,3.80373,5.12683
1750,3.80404,5.12722
1751,3.80435,5.1276
1752,3.80466,5.12799
1753,3.80498,5.12838
1754,3.80529,5.12876
1755,3.8056,5.12915
1756,3.80591,5.12954
1757,3.80622,5.12992
1758,3.80653,5.13031
1759,3.80684,5.13069
1760,3.80715,5.13108
1761,3.80746,5.13146
1762,3.80777,5.13185
1763,3.80808,5.13223
1764,3.80839,5.13262
1765,3.8087,5.133
1766,3.80901,5.13338
1767,3.80932,5.13377
1768,3.80963,5.13415
1769,3.80994,5.13453
1770,3.81025,5.13492
1771,3.81056,5.1353
1772,3.81087,5.13568
1773,3.81118,5.13607
1774,3.81149,5.13645
1775,3.81179,5.13683
1776,3.8121,5.13721
1777,3.81241,5.13759
1778,3.81272,5.13798
1779,3.81302,5.13836
1780,3.81333,5.13874
1781,3.81364,5.13912
1782,3.81395,5.1395
1783,3.81425,5.13988
1784,3.81456,5.14026
1785,3.81487,5.14064
1786,3.81517,5.14102
1787,3.81548,5.1414
1788,3.81578,5.14178
1789,3.81609,5.14216
1790,3.8164,5.14254
1791,3.8167,5.14292
1792,3.81701,5.1433
1793,3.81731,5.14368
1794,3.81762,5.14405
1795,3.81792,5.14443
1796,3.81823,5.14481
1797,3.81853,5.14519
1798,3.81884,5.14557
1799,3.81914,5.14594
1800,3.81945,5.14632
1801,3.81975,5.1467
1802,3.82005,5.14708
1803,3.82036,5.14745
1804,3.82066,5.14783
1805,3.82096,5.14821
1806,3.82127,5.14858
1807,3.82157,5.14896
1808,3.82187,5.14933
1809,3.82218,5.14971
1810,3.82248,5.15009
1811,3.82278,5.15046
1812,3.82308,5.15084
1813,3.82338,5.15121
1814,3.82369,5.15159
1815,3.82399,5.15196
1816,3.82429,5.15233
1817,3.82459,5.15271
1818,3.82489,5.15308
1819,3.82519,5.15346
1820,3.82549,5.15383
1821,3.8258,5.1542
1822,3.8261,5.15458
1823,3.8264,5.15495
1824,3.8267,5.15532
1825,3.827,5.1557
1826,3.8273,5.15607
1827,3.8276,5.15644
1828,3.8279,5.15681
1829,3.8282,5.15718
1830,3.8285,5.15756
1831,3.82879,5.15793
1832,3.82909,5.1583
1833,3.82939,5.15867
1834,3.82969,5.15904
1835,3.82999,5.15941
1836,3.83029,5.15978
1837,3.83059,5.16015
1838,3.83089,5.16052
1839,3.83118,5.16089
1840,3.83148,5.16126
1841,3.83178,5.16163
1842,3.83208,5.162
1843,3.83237,5.16237
1844,3.83267,5.16274
1845,3.83297,5.16311
1846,3.83327,5.16348
1847,3.83356,5.16385
1848,3.83386,5.16422
1849,3.83416,5.16459
1850,3.83445,5.16496
1851,3.83475,5.16532
1852,3.83504,5.16569
1853,3.83534,5.16606
1854,3.83564,5.16643
1855,3.83593,5.16679
1856,3.83623,5.16716
1857,3.83652,5.16753
1858,3.83682,5.16789
1859,3.83711,5.16826
1860,3.83741,5.16863
1861,3.8377,5.16899
1862,3.838,5.16936
1863,3.83829,5.16973
1864,3.83859,5.17009
1865,3.83888,5.17046
1866,3.83917,5.17082
1867,3.83947,5.17119
1868,3.83976,5.17155
1869,3.84005,5.17192
1870,3.84035,5.17228
1871,3.84064,5.17265
1872,3.84093,5.17301
1873,3.84123,5.17337
1874,3.84152,5.17374
1875,3.84181,5.1741
1876,3.8421,5.17447
1877,3.8424,5.17483
1878,3.84269,5.17519
1879,3.84298,5.17556
1880,3.84327,5.17592
1881,3.84356,5.17628
1882,3.84386,5.17664
1883,3.84415,5.17701
1884,3.84444,5.17737
1885,3.84473,5.17773
1886,3.84502,5.17809
1887,3.84531,5.17845
1888,3.8456,5.17882
1889,3.84589,5.17918
1890,3.84618,5.17954
1891,3.84647,5.1799
1892,3.84676,5.18026
1893,3.84705,5.18062
1894,3.84734,5.18098
1895,3.84763,5.18134
1896,3.84792,5.1817
1897,3.84821,5.18206
1898,3.8485,5.18242
1899,3.84879,5.18278
1900,3.84908,5.18314
1901,3.84937,5.1835
1902,3.84966,5.18386
1903,3.84995,5.18422
1904,3.85023,5.18458
1905,3.85052,5.18493
1906,3.85081,5.18529
1907,3.8511,5.18565
1908,3.85139,5.18601
1909,3.85167,5.18637
1910,3.85196,5.18672
1911,3.85225,5.18708
1912,3.85254,5.18744
1913,3.85282,5.1878
1914,3.85311,5.18815
1915,3.8534,5.18851
1916,3.85368,5.18887
1917,3.85397,5.18922
1918,3.85426,5.18958
1919,3.85454,5.18994
1920,3.85483,5.19029
1921,3.85512,5.19065
1922,3.8554,5.191
1923,3.85569,5.19136
1924,3.85597,5.19172
1925,3.85626,5.19207
1926,3.85654,5.19243
1927,3.85683,5.19278
1928,3.85711,5.19314
1929,3.8574,5.19349
1930,3.85768,5.19384
1931,3.85797,5.1942
1932,3.85825,5.19455
1933,3.85854,5.19491
1934,3.85882,5.19526
1935,3.8591,5.19561
1936,3.85939,5.19597
1937,3.85967,5.19632
1938,3.85996,5.19667
1939,3.86024,5.19703
1940,3.86052,5.19738
1941,3.86081,5.19773
1942,3.86109,5.19808
1943,3.86137,5.19844
1944,3.86165,5.19879
1945,3.86194,5.19914
1946,3.86222,5.19949
1947,3.8625,5.19984
1948,3.86278,5.20019
1949,3.86307,5.20055
1950,3.86335,5.2009
1951,3.86363,5.20125
1952,3.86391,5.2016
1953,3.86419,5.20195
1954,3.86447,5.2023
1955,3.86476,5.20265
1956,3.86504,5.203
1957,3.86532,5.20335
1958,3.8656,5.2037
1959,3.86588,5.20405
1960,3.86616,5.2044
1961,3.86644,5.20475
1962,3.86672,5.2051
1963,3.867,5.20545
1964,3.86728,5.2058
1965,3.86756,5.20614
1966,3.86784,5.20649
1967,3.86812,5.20684
1968,3.8684,5.20719
1969,3.86868,5.20754
1970,3.86896,5.20789
1971,3.86924,5.20823
1972,3.86952,5.20858
1973,3.86979,5.20893
1974,3.87007,5.20928
1975,3.87035,5.20962
1976,3.87063,5.20997
1977,3.87091,5.21032
1978,3.87119,5.21066
1979,3.87146,5.21101
1980,3.87174,5.21136
1981,3.87202,5.2117
1982,3.8723,5.21205
1983,3.87258,5.21239
1984,3.87285,5.21274
1985,3.87313,5.21308
1986,3.87341,5.21343
1987,3.87368,5.21377
1988,3.87396,5.21412
1989,3.87424,5.21446
1990,3.87451,5.21481
1991,3.87479,5.21515
1992,3.87507,5.2155
1993,3.87534,5.21584
1994,3.87562,5.21619
1995,3.8759,5.21653
1996,3.87617,5.21687
1997,3.87645,5.21722
1998,3.87672,5.21756
1999,3.877,5.2179
2000,3.87727,5.21825
2001,3.87755,5.21859
2002,3.87782,5.21893
2003,3.8781,5.21928
2004,3.87837,5.21962
2005,3.87865,5.21996
2006,3.87892,5.2203
2007,3.8792,5.22064
2008,3.87947,5.22099
2009,3.87974,5.22133
2010,3.88002,5.22167
2011,3.88029,5.22201
2012,3.88057,5.22235
2013,3.88084,5.22269
2014,3.88111,5.22303
2015,3.88139,5.22338
2016,3.88166,5.22372
2017,3.88193,5.22406
2018,3.8822,5.2244
2019,3.88248,5.22474
2020,3.88275,5.22508
2021,3.88302,5.22542
2022,3.8833,5.22576
2023,3.88357,5.2261
2024,3.88384,5.22644
2025,3.88411,5.22678
2026,3.88438,5.22711
2027,3.88466,5.22745
2028,3.88493,5.22779
2029,3.8852,5.22813
2030,3.88547,5.22847
2031,3.88574,5.22881
2032,3.88601,5.22915
2033,3.88628,5.22948
2034,3.88655,5.22982
2035,3.88682,5.23016
2036,3.8871,5.2305
2037,3.88737,5.23083
2038,3.88764,5.23117
2039,3.88791,5.23151
2040,3.88818,5.23185
2041,3.88845,5.23218
2042,3.88872,5.23252
2043,3.88899,5.23286
2044,3.88926,5.23319
2045,3.88953,5.23353
2046,3.88979,5.23387
2047,3.89006,5.2342
2048,3.89033,5.23454
2049,3.8906,5.23487
2050,3.89087,5.23521
2051,3.89114,5.23554
2052,3.89141,5.23588
2053,3.89168,5.23621
2054,3.89194,5.23655
2055,3.89221,5.23688
2056,3.89248,5.23722
2057,3.89275,5.23755
2058,3.89302,5.23789
2059,3.89328,5.23822
2060,3.89355,5.23856
2061,3.89382,5.23889
2062,3.89409,5.23922
2063,3.89435,5.23956
2064,3.89462,5.23989
2065,3.89489,5.24022
2066,3.89516,5.24056
2067,3.89542,5.24089
2068,3.89569,5.24122
2069,3.89596,5.24155
2070,3.89622,5.24189
2071,3.89649,5.24222
2072,3.89675,5.24255
2073,3.89702,5.24288
2074,3.89729,5.24322
2075,3.89755,5.24355
2076,3.89782,5.24388
2077,3.89808,5.24421
2078,3.89835,5.24454
2079,3.89861,5.24487
2080,3.89888,5.24521
2081,3.89914,5.24554
2082,3.89941,5.24587
2083,3.89967,5.2462
2084,3.89994,5.24653
2085,3.9002,5.24686
2086,3.90047,5.24719
2087,3.90073,5.24752
2088,3.901,5.24785
2089,3.90126,5.24818
2090,3.90152,5.24851
2091,3.90179,5.24884
2092,3.90205,5.24917
2093,3.90231,5.2495
2094,3.90258,5.24983
2095,3.90284,5.25015
2096,3.9031,5.25048
2097,3.90337,5.25081
2098,3.90363,5.25114
2099,3.90389,5.25147
2100,3.90416,5.2518
2101,3.90442,5.25213
2102,3.90468,5.25245
2103,3.90494,5.25278
2104,3.90521,5.25311
2105,3.90547,5.25344
2106,3.90573,5.25376
2107,3.90599,5.25409
2108,3.90625,5.25442
2109,3.90652,5.25474
2110,3.90678,5.25507
2111,3.90704,5.2554
2112,3.9073,5.25572
2113,3.90756,5.25605
2114,3.90782,5.25638
2115,3.90808,5.2567
2116,3.90834,5.25703
2117,3.9086,5.25736
2118,3.90887,5.25768
2119,3.90913,5.25801
2120,3.90939,5.25833
2121,3.90965,5.25866
2122,3.90991,5.25898
2123,3.91017,5.25931
2124,3.91043,5.25963
2125,3.91069,5.25996
2126,3.91095,5.26028
2127,3.91121,5.26061
2128,3.91147,5.26093
2129,3.91172,5.26125
2130,3.91198,5.26158
2131,3.91224,5.2619
2132,3.9125,5.26223
2133,3.91276,5.26255
2134,3.91302,5.26287
2135,3.91328,5.2632
2136,3.91354,5.26352
2137,3.9138,5.26384
2138,3.91405,5.26417
2139,3.91431,5.26449
2140,3.91457,5.26481
2141,3.91483,5.26513
2142,3.91509,5.26546
2143,3.91534,5.26578
2144,3.9156,5.2661
2145,3.91586,5.26642
2146,3.91612,5.26674
2147,3.91637,5.26707
2148,3.91663,5.26739
2149,3.91689,5.26771
2150,3.91714,5.26803
2151,3.9174,5.26835
2152,3.91766,5.26867
2153,3.91791,5.26899
2154,3.91817,5.26931
2155,3.91843,5.26963
2156,3.91868,5.26995
2157,3.91894,5.27027
2158,3.9192,5.27059
2159,3.91945,5.27091
2160,3.91971,5.27123
2161,3.91996,5.27155
2162,3.92022,5.27187
2163,3.92047,5.27219
2164,3.92073,5.27251
2165,3.92098,5.27283
2166,3.92124,5.27315
2167,3.92149,5.27347
2168,3.92175,5.27379
2169,3.922,5.27411
2170,3.92226,5.27443
2171,3.92251,5.27474
2172,3.92277,5.27506
2173,3.92302,5.27538
2174,3.92328,5.2757
2175,3.92353,5.27602
2176,3.92378,5.27634
2177,3.92404,5.27665
2178,3.92429,5.27697
2179,3.92455,5.27729
2180,3.9248,5.2776
2181,3.92505,5.27792
2182,3.92531,5.27824
2183,3.92556,5.27856
2184,3.92581,5.27887
2185,3.92606,5.27919
2186,3.92632,5.27951
2187,3.92657,5.27982
2188,3.92682,5.28014
2189,3.92708,5.28045
2190,3.92733,5.28077
2191,3.92758,5.28109
2192,3.92783,5.2814
2193,3.92808,5.28172
2194,3.92834,5.28203
2195,3.92859,5.28235
2196,3.92884,5.28266
2197,3.92909,5.28298
2198,3.92934,5.28329
2199,3.92959,5.28361
2200,3.92985,5.28392
2201,3.9301,5.28424
2202,3.93035,5.28455
2203,3.9306,5.28486
2204,3.93085,5.28518
2205,3.9311,5.28549
2206,3.93135,5.28581
2207,3.9316,5.28612
