epoch,m,b
1149,1.57508,0.367277
1150,1.57512,0.367167
1151,1.57516,0.367057
1152,1.57519,0.366947
1153,1.57523,0.366837
1154,1.57527,0.366727
1155,1.57531,0.366617
1156,1.57534,0.366508
1157,1.57538,0.366398
1158,1.57542,0.366288
1159,1.57545,0.366179
1160,1.57549,0.366069
1161,1.57553,0.365959
1162,1.57557,0.36585
1163,1.5756,0.36574
1164,1.57564,0.365631
1165,1.57568,0.365521
1166,1.57572,0.365412
1167,1.57575,0.365302
1168,1.57579,0.365193
1169,1.57583,0.365084
1170,1.57586,0.364974
1171,1.5759,0.364865
1172,1.57594,0.364756
1173,1.57598,0.364647
1174,1.57601,0.364538
1175,1.57605,0.364428
1176,1.57609,0.364319
1177,1.57612,0.36421
1178,1.57616,0.364101
1179,1.5762,0.363992
1180,1.57624,0.363883
1181,1.57627,0.363774
1182,1.57631,0.363665
1183,1.57635,0.363556
1184,1.57638,0.363448
1185,1.57642,0.363339
1186,1.57646,0.36323
1187,1.57649,0.363121
1188,1.57653,0.363013
1189,1.57657,0.362904
1190,1.57661,0.362795
1191,1.57664,0.362687
1192,1.57668,0.362578
1193,1.57672,0.362469
1194,1.57675,0.362361
1195,1.57679,0.362252
1196,1.57683,0.362144
1197,1.57686,0.362036
1198,1.5769,0.361927
1199,1.57694,0.361819
1200,1.57697,0.361711
1201,1.57701,0.361602
1202,1.57705,0.361494
1203,1.57708,0.361386
1204,1.57712,0.361278
1205,1.57716,0.361169
1206,1.5772,0.361061
1207,1.57723,0.360953
1208,1.57727,0.360845
1209,1.57731,0.360737
1210,1.57734,0.360629
1211,1.57738,0.360521
1212,1.57742,0.360413
1213,1.57745,0.360305
1214,1.57749,0.360197
1215,1.57753,0.36009
1216,1.57756,0.359982
1217,1.5776,0.359874
1218,1.57764,0.359766
1219,1.57767,0.359658
1220,1.57771,0.359551
1221,1.57775,0.359443
1222,1.57778,0.359336
1223,1.57782,0.359228
1224,1.57786,0.35912
1225,1.57789,0.359013
1226,1.57793,0.358905
1227,1.57796,0.358798
1228,1.578,0.358691
1229,1.57804,0.358583
1230,1.57807,0.358476
1231,1.57811,0.358368
1232,1.57815,0.358261
1233,1.57818,0.358154
1234,1.57822,0.358047
1235,1.57826,0.357939
1236,1.57829,0.357832
1237,1.57833,0.357725
1238,1.57837,0.357618
1239,1.5784,0.357511
1240,1.57844,0.357404
1241,1.57848,0.357297
1242,1.57851,0.35719
1243,1.57855,0.357083
1244,1.57858,0.356976
1245,1.57862,0.356869
1246,1.57866,0.356762
1247,1.57869,0.356656
1248,1.57873,0.356549
1249,1.57877,0.356442
1250,1.5788,0.356335
1251,1.57884,0.356229
1252,1.57888,0.356122
1253,1.57891,0.356015
1254,1.57895,0.355909
1255,1.57898,0.355802
1256,1.57902,0.355696
1257,1.57906,0.355589
1258,1.57909,0.355483
1259,1.57913,0.355376
1260,1.57916,0.35527
1261,1.5792,0.355164
1262,1.57924,0.355057
1263,1.57927,0.354951
1264,1.57931,0.354845
1265,1.57935,0.354739
1266,1.57938,0.354632
1267,1.57942,0.354526
1268,1.57945,0.35442
1269,1.57949,0.354314
1270,1.57953,0.354208
1271,1.57956,0.354102
1272,1.5796,0.353996
1273,1.57963,0.35389
1274,1.57967,0.353784
1275,1.57971,0.353678
1276,1.57974,0.353572
1277,1.57978,0.353466
1278,1.57981,0.35336
1279,1.57985,0.353255
1280,1.57989,0.353149
1281,1.57992,0.353043
1282,1.57996,0.352937
1283,1.57999,0.352832
1284,1.58003,0.352726
1285,1.58007,0.35262
1286,1.5801,0.352515
1287,1.58014,0.352409
1288,1.58017,0.352304
1289,1.58021,0.352198
1290,1.58025,0.352093
1291,1.58028,0.351987
1292,1.58032,0.351882
1293,1.58035,0.351777
1294,1.58039,0.351671
1295,1.58042,0.351566
1296,1.58046,0.351461
1297,1.5805,0.351356
1298,1.58053,0.35125
1299,1.58057,0.351145
1300,1.5806,0.35104
1301,1.58064,0.350935
1302,1.58068,0.35083
1303,1.58071,0.350725
1304,1.58075,0.35062
1305,1.58078,0.350515
1306,1.58082,0.35041
1307,1.58085,0.350305
1308,1.58089,0.3502
1309,1.58092,0.350095
1310,1.58096,0.349991
1311,1.581,0.349886
1312,1.58103,0.349781
1313,1.58107,0.349676
1314,1.5811,0.349572
1315,1.58114,0.349467
1316,1.58117,0.349362
1317,1.58121,0.349258
1318,1.58125,0.349153
1319,1.58128,0.349049
1320,1.58132,0.348944
1321,1.58135,0.34884
1322,1.58139,0.348735
1323,1.58142,0.348631
1324,1.58146,0.348526
1325,1.58149,0.348422
1326,1.58153,0.348318
1327,1.58156,0.348214
1328,1.5816,0.348109
1329,1.58164,0.348005
1330,1.58167,0.347901
1331,1.58171,0.347797
1332,1.58174,0.347693
1333,1.58178,0.347589
1334,1.58181,0.347484
1335,1.58185,0.34738
1336,1.58188,0.347276
1337,1.58192,0.347172
1338,1.58195,0.347068
1339,1.58199,0.346965
1340,1.58203,0.346861
1341,1.58206,0.346757
1342,1.5821,0.346653
1343,1.58213,0.346549
1344,1.58217,0.346446
1345,1.5822,0.346342
1346,1.58224,0.346238
1347,1.58227,0.346134
1348,1.58231,0.346031
1349,1.58234,0.345927
1350,1.58238,0.345824
1351,1.58241,0.34572
1352,1.58245,0.345617
1353,1.58248,0.345513
1354,1.58252,0.34541
1355,1.58255,0.345306
1356,1.58259,0.345203
1357,1.58262,0.3451
1358,1.58266,0.344996
1359,1.58269,0.344893
1360,1.58273,0.34479
1361,1.58276,0.344686
1362,1.5828,0.344583
1363,1.58283,0.34448
1364,1.58287,0.344377
1365,1.5829,0.344274
1366,1.58294,0.344171
1367,1.58298,0.344068
1368,1.58301,0.343965
1369,1.58305,0.343862
1370,1.58308,0.343759
1371,1.58312,0.343656
1372,1.58315,0.343553
1373,1.58319,0.34345
1374,1.58322,0.343347
1375,1.58326,0.343245
1376,1.58329,0.343142
1377,1.58332,0.343039
1378,1.58336,0.342936
1379,1.58339,0.342834
1380,1.58343,0.342731
1381,1.58346,0.342628
1382,1.5835,0.342526
1383,1.58353,0.342423
1384,1.58357,0.342321
1385,1.5836,0.342218
1386,1.58364,0.342116
1387,1.58367,0.342013
1388,1.58371,0.341911
1389,1.58374,0.341809
1390,1.58378,0.341706
1391,1.58381,0.341604
1392,1.58385,0.341502
1393,1.58388,0.341399
1394,1.58392,0.341297
1395,1.58395,0.341195
1396,1.58399,0.341093
1397,1.58402,0.340991
1398,1.58406,0.340889
1399,1.58409,0.340787
1400,1.58413,0.340685
1401,1.58416,0.340583
1402,1.5842,0.340481
1403,1.58423,0.340379
1404,1.58426,0.340277
1405,1.5843,0.340175
1406,1.58433,0.340073
1407,1.58437,0.339971
1408,1.5844,0.339869
1409,1.58444,0.339768
1410,1.58447,0.339666
1411,1.58451,0.339564
1412,1.58454,0.339463
1413,1.58458,0.339361
1414,1.58461,0.339259
1415,1.58464,0.339158
1416,1.58468,0.339056
1417,1.58471,0.338955
1418,1.58475,0.338853
1419,1.58478,0.338752
1420,1.58482,0.33865
1421,1.58485,0.338549
1422,1.58489,0.338448
1423,1.58492,0.338346
1424,1.58496,0.338245
1425,1.58499,0.338144
1426,1.58502,0.338043
1427,1.58506,0.337941
1428,1.58509,0.33784
1429,1.58513,0.337739
1430,1.58516,0.337638
1431,1.5852,0.337537
1432,1.58523,0.337436
1433,1.58527,0.337335
1434,1.5853,0.337234
1435,1.58533,0.337133
1436,1.58537,0.337032
1437,1.5854,0.336931
1438,1.58544,0.33683
1439,1.58547,0.336729
1440,1.58551,0.336628
1441,1.58554,0.336528
1442,1.58557,0.336427
1443,1.58561,0.336326
1444,1.58564,0.336225
1445,1.58568,0.336125
1446,1.58571,0.336024
1447,1.58575,0.335924
1448,1.58578,0.335823
1449,1.58581,0.335722
1450,1.58585,0.335622
1451,1.58588,0.335521
1452,1.58592,0.335421
1453,1.58595,0.335321
1454,1.58598,0.33522
1455,1.58602,0.33512
1456,1.58605,0.33502
1457,1.58609,0.334919
1458,1.58612,0.334819
1459,1.58615,0.334719
1460,1.58619,0.334619
1461,1.58622,0.334518
1462,1.58626,0.334418
1463,1.58629,0.334318
1464,1.58633,0.334218
1465,1.58636,0.334118
1466,1.58639,0.334018
1467,1.58643,0.333918
1468,1.58646,0.333818
1469,1.5865,0.333718
1470,1.58653,0.333618
1471,1.58656,0.333518
1472,1.5866,0.333418
1473,1.58663,0.333318
1474,1.58667,0.333219
1475,1.5867,0.333119
1476,1.58673,0.333019
1477,1.58677,0.332919
1478,1.5868,0.33282
1479,1.58683,0.33272
1480,1.58687,0.332621
1481,1.5869,0.332521
1482,1.58694,0.332421
1483,1.58697,0.332322
1484,1.587,0.332222
1485,1.58704,0.332123
1486,1.58707,0.332024
1487,1.58711,0.331924
1488,1.58714,0.331825
1489,1.58717,0.331725
1490,1.58721,0.331626
1491,1.58724,0.331527
1492,1.58727,0.331428
1493,1.58731,0.331328
1494,1.58734,0.331229
1495,1.58738,0.33113
1496,1.58741,0.331031
1497,1.58744,0.330932
1498,1.58748,0.330833
1499,1.58751,0.330734
1500,1.58754,0.330635
1501,1.58758,0.330536
1502,1.58761,0.330437
1503,1.58764,0.330338
1504,1.58768,0.330239
1505,1.58771,0.33014
1506,1.58775,0.330041
1507,1.58778,0.329942
1508,1.58781,0.329843
1509,1.58785,0.329745
1510,1.58788,0.329646
1511,1.58791,0.329547
1512,1.58795,0.329449
1513,1.58798,0.32935
1514,1.58801,0.329251
1515,1.58805,0.329153
1516,1.58808,0.329054
1517,1.58811,0.328956
1518,1.58815,0.328857
1519,1.58818,0.328759
1520,1.58822,0.32866
1521,1.58825,0.328562
1522,1.58828,0.328464
1523,1.58832,0.328365
1524,1.58835,0.328267
1525,1.58838,0.328169
1526,1.58842,0.32807
1527,1.58845,0.327972
1528,1.58848,0.327874
1529,1.58852,0.327776
1530,1.58855,0.327678
1531,1.58858,0.32758
1532,1.58862,0.327482
1533,1.58865,0.327384
1534,1.58868,0.327286
1535,1.58872,0.327188
1536,1.58875,0.32709
1537,1.58878,0.326992
1538,1.58882,0.326894
1539,1.58885,0.326796
1540,1.58888,0.326698
1541,1.58892,0.3266
1542,1.58895,0.326502
1543,1.58898,0.326405
1544,1.58902,0.326307
1545,1.58905,0.326209
1546,1.58908,0.326112
1547,1.58912,0.326014
1548,1.58915,0.325916
1549,1.58918,0.325819
1550,1.58922,0.325721
1551,1.58925,0.325624
1552,1.58928,0.325526
1553,1.58931,0.325429
1554,1.58935,0.325331
1555,1.58938,0.325234
1556,1.58941,0.325137
1557,1.58945,0.325039
1558,1.58948,0.324942
1559,1.58951,0.324845
1560,1.58955,0.324747
1561,1.58958,0.32465
1562,1.58961,0.324553
1563,1.58965,0.324456
1564,1.58968,0.324359
1565,1.58971,0.324262
1566,1.58974,0.324164
1567,1.58978,0.324067
1568,1.58981,0.32397
1569,1.58984,0.323873
1570,1.58988,0.323776
1571,1.58991,0.323679
1572,1.58994,0.323583
1573,1.58998,0.323486
1574,1.59001,0.323389
1575,1.59004,0.323292
1576,1.59007,0.323195
1577,1.59011,0.323098
1578,1.59014,0.323002
1579,1.59017,0.322905
1580,1.59021,0.322808
1581,1.59024,0.322712
1582,1.59027,0.322615
1583,1.5903,0.322519
1584,1.59034,0.322422
1585,1.59037,0.322325
1586,1.5904,0.322229
1587,1.59044,0.322132
1588,1.59047,0.322036
1589,1.5905,0.32194
1590,1.59053,0.321843
1591,1.59057,0.321747
1592,1.5906,0.321651
1593,1.59063,0.321554
1594,1.59067,0.321458
1595,1.5907,0.321362
1596,1.59073,0.321266
1597,1.59076,0.321169
1598,1.5908,0.321073
1599,1.59083,0.320977
1600,1.59086,0.320881
1601,1.59089,0.320785
1602,1.59093,0.320689
1603,1.59096,0.320593
1604,1.59099,0.320497
1605,1.59102,0.320401
1606,1.59106,0.320305
1607,1.59109,0.320209
1608,1.59112,0.320113
1609,1.59116,0.320017
1610,1.59119,0.319922
1611,1.59122,0.319826
1612,1.59125,0.31973
1613,1.59129,0.319634
1614,1.59132,0.319539
1615,1.59135,0.319443
1616,1.59138,0.319347
1617,1.59142,0.319252
1618,1.59145,0.319156
1619,1.59148,0.319061
1620,1.59151,0.318965
1621,1.59155,0.31887
1622,1.59158,0.318774
1623,1.59161,0.318679
1624,1.59164,0.318583
1625,1.59168,0.318488
1626,1.59171,0.318392
1627,1.59174,0.318297
1628,1.59177,0.318202
1629,1.5918,0.318107
1630,1.59184,0.318011
1631,1.59187,0.317916
1632,1.5919,0.317821
1633,1.59193,0.317726
1634,1.59197,0.317631
1635,1.592,0.317536
1636,1.59203,0.317441
1637,1.59206,0.317345
1638,1.5921,0.31725
1639,1.59213,0.317156
1640,1.59216,0.317061
1641,1.59219,0.316966
1642,1.59223,0.316871
1643,1.59226,0.316776
1644,1.59229,0.316681
1645,1.59232,0.316586
1646,1.59235,0.316491
1647,1.59239,0.316397
1648,1.59242,0.316302
1649,1.59245,0.316207
1650,1.59248,0.316113
1651,1.59252,0.316018
1652,1.59255,0.315923
1653,1.59258,0.315829
1654,1.59261,0.315734
1655,1.59264,0.31564
1656,1.59268,0.315545
1657,1.59271,0.315451
1658,1.59274,0.315356
1659,1.59277,0.315262
1660,1.5928,0.315167
1661,1.59284,0.315073
1662,1.59287,0.314979
1663,1.5929,0.314884
1664,1.59293,0.31479
1665,1.59297,0.314696
1666,1.593,0.314602
1667,1.59303,0.314508
1668,1.59306,0.314413
1669,1.59309,0.314319
1670,1.59313,0.314225
1671,1.59316,0.314131
1672,1.59319,0.314037
1673,1.59322,0.313943
1674,1.59325,0.313849
1675,1.59329,0.313755
1676,1.59332,0.313661
1677,1.59335,0.313567
1678,1.59338,0.313473
1679,1.59341,0.313379
1680,1.59344,0.313286
1681,1.59348,0.313192
1682,1.59351,0.313098
1683,1.59354,0.313004
1684,1.59357,0.312911
1685,1.5936,0.312817
1686,1.59364,0.312723
1687,1.59367,0.31263
1688,1.5937,0.312536
1689,1.59373,0.312442
1690,1.59376,0.312349
1691,1.5938,0.312255
1692,1.59383,0.312162
1693,1.59386,0.312068
1694,1.59389,0.311975
1695,1.59392,0.311882
1696,1.59395,0.311788
1697,1.59399,0.311695
1698,1.59402,0.311602
1699,1.59405,0.311508
1700,1.59408,0.311415
1701,1.59411,0.311322
1702,1.59414,0.311229
1703,1.59418,0.311135
1704,1.59421,0.311042
1705,1.59424,0.310949
1706,1.59427,0.310856
1707,1.5943,0.310763
1708,1.59433,0.31067
1709,1.59437,0.310577
1710,1.5944,0.310484
1711,1.59443,0.310391
1712,1.59446,0.310298
1713,1.59449,0.310205
1714,1.59452,0.310112
1715,1.59456,0.310019
1716,1.59459,0.309927
1717,1.59462,0.309834
1718,1.59465,0.309741
1719,1.59468,0.309648
1720,1.59471,0.309556
1721,1.59474,0.309463
1722,1.59478,0.30937
1723,1.59481,0.309278
1724,1.59484,0.309185
1725,1.59487,0.309093
1726,1.5949,0.309
1727,1.59493,0.308908
1728,1.59497,0.308815
1729,1.595,0.308723
1730,1.59503,0.30863
1731,1.59506,0.308538
1732,1.59509,0.308445
1733,1.59512,0.308353
1734,1.59515,0.308261
1735,1.59519,0.308168
1736,1.59522,0.308076
1737,1.59525,0.307984
1738,1.59528,0.307892
1739,1.59531,0.3078
1740,1.59534,0.307707
1741,1.59537,0.307615
1742,1.5954,0.307523
1743,1.59544,0.307431
1744,1.59547,0.307339
1745,1.5955,0.307247
1746,1.59553,0.307155
1747,1.59556,0.307063
1748,1.59559,0.306971
1749,1.59562,0.306879
1750,1.59565,0.306787
1751,1.59569,0.306696
1752,1.59572,0.306604
1753,1.59575,0.306512
1754,1.59578,0.30642
1755,1.59581,0.306328
1756,1.59584,0.306237
1757,1.59587,0.306145
1758,1.5959,0.306053
1759,1.59594,0.305962
1760,1.59597,0.30587
1761,1.596,0.305779
1762,1.59603,0.305687
1763,1.59606,0.305595
1764,1.59609,0.305504
1765,1.59612,0.305413
1766,1.59615,0.305321
1767,1.59618,0.30523
1768,1.59622,0.305138
1769,1.59625,0.305047
1770,1.59628,0.304956
1771,1.59631,0.304864
1772,1.59634,0.304773
1773,1.59637,0.304682
1774,1.5964,0.304591
1775,1.59643,0.304499
1776,1.59646,0.304408
1777,1.5965,0.304317
1778,1.59653,0.304226
1779,1.59656,0.304135
1780,1.59659,0.304044
1781,1.59662,0.303953
1782,1.59665,0.303862
1783,1.59668,0.303771
1784,1.59671,0.30368
1785,1.59674,0.303589
1786,1.59677,0.303498
1787,1.5968,0.303407
1788,1.59684,0.303316
1789,1.59687,0.303226
1790,1.5969,0.303135
1791,1.59693,0.303044
1792,1.59696,0.302953
1793,1.59699,0.302863
1794,1.59702,0.302772
1795,1.59705,0.302681
1796,1.59708,0.302591
1797,1.59711,0.3025
1798,1.59714,0.302409
1799,1.59717,0.302319
1800,1.59721,0.302228
1801,1.59724,0.302138
1802,1.59727,0.302047
1803,1.5973,0.301957
1804,1.59733,0.301867
1805,1.59736,0.301776
1806,1.59739,0.301686
1807,1.59742,0.301596
1808,1.59745,0.301505
1809,1.59748,0.301415
1810,1.59751,0.301325
1811,1.59754,0.301235
1812,1.59757,0.301144
1813,1.5976,0.301054
1814,1.59764,0.300964
1815,1.59767,0.300874
1816,1.5977,0.300784
1817,1.59773,0.300694
1818,1.59776,0.300604
1819,1.59779,0.300514
1820,1.59782,0.300424
1821,1.59785,0.300334
1822,1.59788,0.300244
1823,1.59791,0.300154
1824,1.59794,0.300064
1825,1.59797,0.299974
1826,1.598,0.299885
1827,1.59803,0.299795
1828,1.59806,0.299705
1829,1.59809,0.299615
1830,1.59812,0.299526
1831,1.59816,0.299436
1832,1.59819,0.299346
1833,1.59822,0.299257
1834,1.59825,0.299167
1835,1.59828,0.299078
1836,1.59831,0.298988
1837,1.59834,0.298899
1838,1.59837,0.298809
1839,1.5984,0.29872
1840,1.59843,0.29863
1841,1.59846,0.298541
1842,1.59849,0.298451
1843,1.59852,0.298362
1844,1.59855,0.298273
1845,1.59858,0.298183
1846,1.59861,0.298094
1847,1.59864,0.298005
1848,1.59867,0.297916
1849,1.5987,0.297826
1850,1.59873,0.297737
1851,1.59876,0.297648
1852,1.59879,0.297559
1853,1.59882,0.29747
1854,1.59885,0.297381
1855,1.59888,0.297292
1856,1.59891,0.297203
1857,1.59895,0.297114
1858,1.59898,0.297025
1859,1.59901,0.296936
1860,1.59904,0.296847
1861,1.59907,0.296758
1862,1.5991,0.296669
1863,1.59913,0.296581
1864,1.59916,0.296492
1865,1.59919,0.296403
1866,1.59922,0.296314
1867,1.59925,0.296226
1868,1.59928,0.296137
1869,1.59931,0.296048
1870,1.59934,0.29596
1871,1.59937,0.295871
1872,1.5994,0.295782
1873,1.59943,0.295694
1874,1.59946,0.295605
1875,1.59949,0.295517
1876,1.59952,0.295428
1877,1.59955,0.29534
1878,1.59958,0.295251
1879,1.59961,0.295163
1880,1.59964,0.295075
1881,1.59967,0.294986
1882,1.5997,0.294898
1883,1.59973,0.29481
1884,1.59976,0.294721
1885,1.59979,0.294633
1886,1.59982,0.294545
1887,1.59985,0.294457
1888,1.59988,0.294369
1889,1.59991,0.294281
1890,1.59994,0.294192
1891,1.59997,0.294104
1892,1.6,0.294016
1893,1.60003,0.293928
1894,1.60006,0.29384
1895,1.60009,0.293752
1896,1.60012,0.293664
1897,1.60015,0.293576
1898,1.60018,0.293489
1899,1.60021,0.293401
1900,1.60024,0.293313
1901,1.60027,0.293225
1902,1.6003,0.293137
1903,1.60033,0.293049
1904,1.60036,0.292962
1905,1.60039,0.292874
1906,1.60042,0.292786
1907,1.60045,0.292699
1908,1.60048,0.292611
1909,1.60051,0.292523
1910,1.60054,0.292436
1911,1.60057,0.292348
1912,1.6006,0.292261
1913,1.60063,0.292173
1914,1.60066,0.292086
1915,1.60068,0.291998
1916,1.60071,0.291911
1917,1.60074,0.291824
1918,1.60077,0.291736
1919,1.6008,0.291649
1920,1.60083,0.291561
1921,1.60086,0.291474
1922,1.60089,0.291387
1923,1.60092,0.2913
1924,1.60095,0.291212
1925,1.60098,0.291125
1926,1.60101,0.291038
1927,1.60104,0.290951
1928,1.60107,0.290864
1929,1.6011,0.290777
1930,1.60113,0.29069
1931,1.60116,0.290603
1932,1.60119,0.290516
1933,1.60122,0.290429
1934,1.60125,0.290342
1935,1.60128,0.290255
1936,1.60131,0.290168
1937,1.60134,0.290081
1938,1.60137,0.289994
1939,1.6014,0.289907
1940,1.60143,0.289821
1941,1.60146,0.289734
1942,1.60148,0.289647
1943,1.60151,0.28956
1944,1.60154,0.289474
1945,1.60157,0.289387
1946,1.6016,0.2893
1947,1.60163,0.289214
1948,1.60166,0.289127
1949,1.60169,0.289041
1950,1.60172,0.288954
1951,1.60175,0.288868
1952,1.60178,0.288781
1953,1.60181,0.288695
1954,1.60184,0.288608
1955,1.60187,0.288522
1956,1.6019,0.288435
1957,1.60193,0.288349
1958,1.60196,0.288263
1959,1.60198,0.288176
1960,1.60201,0.28809
1961,1.60204,0.288004
1962,1.60207,0.287918
1963,1.6021,0.287831
1964,1.60213,0.287745
1965,1.60216,0.287659
1966,1.60219,0.287573
1967,1.60222,0.287487
1968,1.60225,0.287401
1969,1.60228,0.287315
1970,1.60231,0.287229
1971,1.60234,0.287143
1972,1.60237,0.287057
1973,1.60239,0.286971
1974,1.60242,0.286885
1975,1.60245,0.286799
1976,1.60248,0.286713
1977,1.60251,0.286627
1978,1.60254,0.286542
1979,1.60257,0.286456
1980,1.6026,0.28637
1981,1.60263,0.286284
1982,1.60266,0.286199
1983,1.60269,0.286113
1984,1.60272,0.286027
1985,1.60274,0.285942
1986,1.60277,0.285856
1987,1.6028,0.28577
1988,1.60283,0.285685
1989,1.60286,0.285599
1990,1.60289,0.285514
1991,1.60292,0.285428
1992,1.60295,0.285343
1993,1.60298,0.285257
1994,1.60301,0.285172
1995,1.60304,0.285087
1996,1.60306,0.285001
1997,1.60309,0.284916
1998,1.60312,0.284831
1999,1.60315,0.284745
